chname,ename,gbcode,a100009_10,a100010_10,a100003_10,a100004_10,a100011_10,a100007_10,a100008_10,a100006_10,a100005_10,a100002_10,a100001_10
,HaiChaoXiang,513425229,4314,689,3031,1687,6000,3030,1305,3271,6301,3277,6308
Ž,BaJiaoXiang,513425230,2339,424,1614,938,3302,1608,753,1866,3474,1902,3516
ɽ,HengShanXiang,513425231,5446,955,3804,2083,7786,3794,1693,4265,8059,4290,8094
,MaZongXiang,513425232,1399,314,1021,647,2124,1010,496,1171,2181,1188,2209
ƺ,FaPingXiang,513425233,1203,234,844,479,1807,842,416,1002,1844,1009,1853
Ԫ,CaoYuanXiang,513425234,2264,351,1674,932,3394,1666,942,1859,3525,1883,3557
ư,HuangBoXiang,513425235,760,64,632,291,1171,632,488,676,1308,680,1312
Ƶ,YunDianXiang,513425236,11210,1448,7743,4584,13576,7663,3200,7938,15601,8115,15858
,CangTianXiang,513425237,4730,410,3506,1733,6335,3463,2153,3664,7127,3787,7293
׹,BaiGuoWanXiang,513425238,5598,708,3690,2197,7281,3651,1530,4067,7718,4146,7836
´,XiaCunXiang,513425239,3996,612,2793,1653,5587,2781,1302,3091,5872,3117,5910
Ȫ,LongQuanXiang,513425240,2282,158,1774,771,3344,1774,1072,1738,3512,1738,3512
,LiuHuaXiang,513425241,2171,176,1579,735,3202,1575,962,1700,3275,1730,3309
,SanDiXiang,513425242,596,70,418,247,855,418,238,486,904,486,904
,LiuMinXiang,513425243,1100,129,832,461,1720,826,529,910,1736,926,1758
ᶫ,HuiDongZhen,513426100,31461,3005,21981,13575,25805,21027,10482,21792,42819,22967,44948
Ǧп,QianXinZhen,513426101,9976,1554,6996,4935,13231,6960,3484,7967,14927,8018,15014
С,XiaoChaHeXiang,513426200,7353,1026,5352,2660,10995,5334,2829,5804,11138,5856,11208
,SaZheYiXiang,513426201,2397,446,1617,895,3670,1612,836,2048,3660,2062,3679
,XinYunXiang,513426202,7001,883,4858,2490,9932,4857,2505,5527,10384,5531,10389
,ChangXinXiang,513426203,2629,437,1755,974,3872,1749,862,2139,3888,2173,3928
ɽ,HuoShanXiang,513426204,2440,400,1787,918,3675,1782,1032,2073,3855,2085,3872
¸,DuGeXiang,513426205,6037,1101,4177,2160,9091,4148,2174,5081,9229,5135,9312
ƺ,PingTangXiang,513426206,2411,508,1920,989,3973,1918,1240,2223,4141,2239,4159
,JiangZhouXiang,513426207,7311,1090,5293,3166,10592,5256,2485,5505,10761,5593,10886
,ZhongXinXiang,513426208,5092,701,3512,1980,7299,3507,1551,3820,7327,3832,7344
С,XiaoBaXiang,513426209,6488,982,4583,2641,9436,4562,2105,4970,9532,4992,9575
ʯ,HuoShiXiang,513426210,2532,420,1764,1062,3629,1745,819,1958,3703,2007,3771
,TieLiuXiang,513426211,5688,756,4006,2057,8124,3958,1998,4321,8279,4436,8442
,LongShuXiang,513426212,2771,355,2072,1202,4029,2063,1147,2176,4239,2201,4273
ɺ,KeHeXiang,513426213,3015,503,2264,1356,4476,2247,1131,2342,4589,2385,4649
¼,GaJiXiang,513426214,6605,962,4732,2547,9350,4662,2435,5147,9809,5270,10002
,BaiYanXiang,513426215,6288,973,4467,2394,9321,4446,2215,4970,9416,5009,9476
,HaiBaXiang,513426216,1730,364,1355,812,2615,1340,796,1487,2827,1535,2890
,LuoZuoXiang,513426217,4316,778,3205,1741,6591,3190,1722,3586,6776,3611,6816
,XinMaXiang,513426218,5700,833,3961,2269,8337,3950,2007,4519,8469,4579,8540
,TangTangXiang,513426219,4507,816,2960,1821,6677,2893,1551,3696,6589,3914,6874
,PuMieXiang,513426220,2918,494,2062,1168,4500,2060,1090,2439,4499,2440,4502
Ұ,YanBaXiang,513426221,2537,435,1734,988,4009,1729,1069,2281,4010,2307,4041
¹״,LuHeCunXiang,513426222,2973,502,2022,1091,4321,2005,987,2340,4345,2440,4462
,XinTianXiang,513426223,2935,407,1692,937,3362,1445,812,1932,3377,2462,4154
,JiangXiJieXiang,513426224,4173,705,3032,1641,6487,3014,1718,3519,6533,3564,6596
,ChaHeXiang,513426225,4582,839,3391,1964,7335,3388,1983,3990,7378,4013,7404
˫,ShuangYanXiang,513426226,6591,1093,4843,2638,10636,4816,3141,5846,10662,5982,10825
,FaQingXiang,513426227,4436,694,3315,1718,7039,3259,2209,3836,7095,4024,7339
�,TieChangGouXiang,513426228,1791,301,1251,686,2711,1225,906,1569,2794,1747,2998
½,XinJieXiang,513426229,4471,688,3080,1934,6592,3080,1622,3701,6781,3701,6781
,MaLongXiang,513426230,3059,717,2428,1587,5006,2428,1391,2739,5167,2739,5167
,XinLongXiang,513426231,2139,277,1505,832,3142,1505,812,1721,3226,1723,3228
,HongYanXiang,513426232,2774,520,2005,1286,4346,1997,1126,2373,4370,2415,4420
,HongGuoXiang,513426233,3138,686,2598,1584,5218,2591,1523,2710,5301,2749,5347
³,LuJiXiang,513426234,6293,934,4555,2558,9246,4552,2425,5093,9645,5097,9652
,LiuGuXiang,513426235,4580,690,3336,1744,6675,3333,1771,3685,7018,3705,7041
,DaChongXiang,513426236,9431,1208,6947,4399,13702,6947,3419,7111,14058,7111,14058
ڸ,HeiGaXiang,513426237,3306,460,2287,1258,4805,2287,1360,2839,5126,2839,5126
,WenQingXiang,513426238,4880,679,3529,1920,7388,3529,2198,4228,7757,4228,7757
Ұţƺ,YeNiuPingXiang,513426239,3310,522,2471,1455,4847,2471,1410,2771,5242,2771,5242
ƺ,SongPingXiang,513426240,2200,347,1548,943,2930,1505,824,1717,3222,1823,3371
ɽ,XinShanXiang,513426241,2064,359,1505,856,3158,1495,923,1799,3294,1841,3346
С,XiaoJieXiang,513426242,4091,572,2520,1423,5181,2475,1497,2878,5353,3640,6160
Ͽ,LaoKouXiang,513426243,3500,728,2741,1492,5850,2734,1927,3394,6128,3414,6155
ɺ,GanHaiZiXiang,513426244,1706,352,1238,785,2686,1232,764,1559,2791,1584,2822
ƺ,HuangPingXiang,513426245,2989,527,2207,1314,4651,2198,1374,2577,4775,2683,4890
Ұ,YeZuXiang,513426246,1855,161,1360,651,2764,1314,818,1363,2677,1474,2834
,LaMaXiang,513426247,938,99,751,384,1535,751,517,803,1554,803,1554
³,LuNanXiang,513426248,680,84,614,303,1198,614,441,591,1205,591,1205
ѩɽ,XueShanXiang,513426249,2199,199,1718,836,3538,1708,1191,1847,3555,1871,3589
ɼ,BaiShanXiang,513426250,479,61,418,224,813,412,291,401,813,413,831
ɰ,PiShaZhen,513427100,22354,3041,15408,10056,24724,15358,5523,15328,30686,15510,30918
,SongXinZhen,513427101,6692,856,4624,2497,8221,4415,1887,4521,8936,4811,9435
,ZhuShouZhen,513427102,4237,606,2899,1591,5553,2783,1211,2949,5732,3155,6054
,HuaDanZhen,513427103,7479,1201,5511,3699,10786,5495,2375,5507,11002,5544,11055
׺̲,BaiHeTanZhen,513427104,4897,652,3467,1821,6753,3371,1531,3443,6814,3613,7080
«,HuLuKouZhen,513427105,3982,433,2771,1519,5377,2765,1270,2907,5672,2914,5685
,JingXingXiang,513427200,7590,1136,5399,3093,10172,5393,2008,5325,10718,5335,10734
,JuLeXiang,513427201,2333,413,1705,1060,3058,1687,821,1822,3509,1862,3567
´,XinCunXiang,513427202,3390,494,2410,1372,4436,2410,1117,2591,5001,2591,5001
Ҹ,XingFuXiang,513427203,3486,670,2564,1544,4698,2539,1260,2788,5327,2852,5416
,HaiZiXiang,513427204,2830,229,2210,925,3908,2202,1495,2305,4507,2344,4554
,LiuTieXiang,513427205,3794,349,2876,1288,5389,2876,1811,3075,5951,3078,5954
½,XinJianXiang,513427206,2361,204,1769,772,3188,1768,1125,1902,3670,1921,3690
,DaoGuXiang,513427207,2088,205,1607,686,3114,1607,1015,1700,3307,1701,3308
»,XinHuaXiang,513427208,4109,633,2800,1596,5775,2784,1267,3150,5934,3209,6009
ʯ,ShiLiXiang,513427209,4559,768,3197,1838,6598,3183,1493,3574,6757,3623,6820
,SongLinXiang,513427210,3691,605,2536,1496,5134,2526,1032,2738,5264,2792,5328
ɼ,ShanShuXiang,513427211,2014,183,1578,626,2930,1569,978,1569,3138,1597,3175
,LiangZiXiang,513427212,2493,233,1880,813,3611,1858,1188,2000,3858,2034,3914
ͬ,DaTongXiang,513427213,3401,517,2346,1352,4854,2333,1116,2625,4958,2688,5034
,XiYaoXiang,513427214,3019,427,2048,1131,4175,2047,943,2285,4332,2341,4389
,HongXingXiang,513427215,2202,340,1569,845,3084,1560,816,1743,3303,1789,3358
⹵,QiLuoGouXiang,513427216,4629,525,3338,1579,6526,3319,1772,3535,6854,3588,6926
,LuoGeXiang,513427217,3333,331,2527,1190,4930,2500,1629,2693,5193,2766,5293
,PaoMaXiang,513427218,4819,413,3844,1571,6806,3819,2744,4023,7842,4132,7976
ջ,PuJiZhen,513428100,16141,1515,10832,6745,16339,10506,5289,11315,21821,12113,22945
,QiaoWoZhen,513428101,6715,712,5021,2839,7057,5002,3126,5495,10497,5532,10553
ɽ,LuoJiShanZhen,513428102,6571,640,5056,3090,9565,5020,3255,5353,10373,5410,10466
,YongAnXiang,513428200,3803,369,2890,1411,5115,2870,1914,3176,6046,3196,6086
,XiangYangXiang,513428201,2468,173,2059,1028,3184,2053,1653,2227,4280,2235,4294
ƺ,WenPingXiang,513428202,1847,163,1541,795,3001,1534,1155,1610,3144,1624,3165
谲,LiAnXiang,513428203,2217,166,1685,874,3216,1685,1249,1947,3632,1947,3632
ɽ,HuaShanXiang,513428204,4390,564,3053,1831,4277,2915,1572,3204,6119,3473,6526
ɽ,DongShanXiang,513428205,3142,227,2496,1154,4639,2495,1869,2725,5220,2742,5238
ƺ,DaPingXiang,513428206,3622,296,2823,1369,4811,2808,2069,3121,5929,3164,5987
¡,HuiLongXiang,513428207,941,84,766,350,1248,763,635,875,1638,894,1660
ڹ,LuoWuGouXiang,513428208,1006,67,768,344,1290,768,577,873,1641,882,1650
ˮ,YuShuiXiang,513428209,4139,321,3225,1638,5789,3219,2417,3633,6852,3652,6877
,GanTianDiXiang,513428210,742,68,613,343,836,613,488,685,1298,685,1298
,LuoWuXiang,513428211,2814,199,2307,1191,3553,2307,1764,2470,4777,2470,4777
ϸ,MengGanXiang,513428212,3290,254,2749,1265,4442,2729,2225,2969,5698,3020,5769
,TeZiXiang,513428213,2274,161,1745,857,3230,1742,1304,1980,3722,1994,3739
,JiLeXiang,513428214,2196,144,1734,863,2974,1719,1265,1839,3558,1871,3605
ؿ,TeKouXiang,513428215,644,39,542,243,877,537,416,543,1080,557,1099
Ү,YeDiXiang,513428216,810,81,614,292,1275,614,461,731,1345,738,1352
,JiaTieXiang,513428217,3875,363,3191,1720,6244,3191,2350,3396,6587,3397,6588
,WaLuoXiang,513428218,2616,253,2191,1058,4034,2181,1673,2329,4510,2351,4542
,HaLiLuoXiang,513428219,1220,138,1004,494,1821,1000,779,1115,2115,1133,2137
,CaiZiXiang,513428220,1790,181,1484,733,2750,1484,1144,1631,3115,1631,3115
ף,ZhuLianXiang,513428221,1586,162,1278,604,2630,1271,1027,1481,2752,1497,2775
ƺ,LiuJiaPingXiang,513428222,2819,163,2310,972,3475,2297,1786,2421,4718,2458,4768
,YueWuXiang,513428223,1345,212,1012,528,2118,1012,583,1118,2130,1128,2140
ز,TeBuXiang,513428224,2994,281,2450,1280,4703,2442,1736,2552,4994,2561,5011
,WuDaoQingXiang,513428225,1851,173,1594,850,2968,1559,1208,1594,3153,1638,3232
ض,TeErGuoXiang,513428226,1759,175,1457,752,2608,1442,1067,1529,2971,1544,3001
,DaCaoXiang,513428227,1946,131,1620,806,2969,1609,1261,1688,3297,1718,3338
,MaHongXiang,513428228,722,76,663,354,1125,663,545,675,1338,680,1343
,LuoGanXiang,513428229,832,80,703,340,1306,701,547,738,1439,756,1459
Ī,HongMoYiDaXiang,513428230,884,77,749,427,1409,748,612,806,1554,824,1573
ľ,TeMuLiZhen,513429100,15916,1122,12378,7118,19170,12290,8527,12959,25249,13187,25565
̶,LongTanZhen,513429101,3922,363,3116,1680,5752,3096,2344,3436,6532,3513,6629
Ͼ,TuoJiaoZhen,513429102,7194,643,5993,3131,11101,5993,4222,6063,12056,6066,12059
ľ,MuErXiang,513429200,3185,302,2731,1544,5196,2731,2039,2795,5526,2795,5526
Ŷ,JiuDouXiang,513429201,3429,348,3116,1498,5980,3116,2288,2949,6065,2949,6065
,LaDaXiang,513429202,2117,188,1802,930,3099,1802,1355,1858,3660,1858,3660
ڿ,WuKeXiang,513429203,1112,114,912,486,1588,912,637,951,1863,951,1863
ɳ,ShaLuoXiang,513429204,2606,246,2277,950,3737,2277,1807,2382,4659,2382,4659
,LuoGuXiang,513429205,1330,147,1190,634,2241,1190,981,1268,2458,1268,2458
,BuErXiang,513429206,3728,468,3241,1492,5388,3241,2292,3247,6488,3247,6488
,JiaoSaXiang,513429207,1455,166,1305,616,1978,1301,979,1293,2594,1295,2600
,MeiSaXiang,513429208,2034,202,1724,856,2946,1724,1252,1764,3488,1764,3488
,LaGuoXiang,513429209,1982,253,1631,840,3192,1631,1182,1786,3417,1786,3417
,WuYiXiang,513429210,1443,162,1326,676,2399,1320,1098,1367,2687,1377,2703
,LangZhuXiang,513429211,1043,98,924,382,1576,924,763,980,1904,980,1904
ƺ,BaoGuPingXiang,513429212,2326,223,1924,959,3454,1923,1488,2106,4029,2113,4037
Ͼ,HeJingXiang,513429213,3642,327,2980,1357,6190,2980,2390,3379,6359,3379,6359
޼ƺ,LuoJiaPingXiang,513429214,2071,180,1652,771,3512,1649,1327,1912,3561,1926,3578
ţ,NiuJiaoWanXiang,513429215,3737,348,3140,1443,5837,3140,2569,3514,6654,3514,6654
,BuLuoXiang,513429216,2591,258,2301,1259,4302,2301,1742,2290,4591,2290,4591
,HuoLieXiang,513429217,3957,380,3246,1608,6102,3246,2247,3338,6584,3338,6584
ְ,LeAnXiang,513429218,5063,521,4173,1993,7612,4173,2865,4276,8449,4276,8449
Ŀ,SiKeXiang,513429219,1025,110,878,444,1679,878,652,909,1787,909,1787
,DiLuoXiang,513429220,5958,511,5066,2477,8476,5059,4190,5578,10637,5593,10659
ƺ,ELiPingXiang,513429221,2366,244,1930,1180,3515,1930,1481,2161,4091,2161,4091
߶,WaDouXiang,513429222,1357,147,1223,653,2126,1223,951,1232,2455,1232,2455
ɹ,CaiHaXiang,513429223,1325,128,1115,568,2110,1115,828,1166,2281,1166,2281
ίֻ,WeiZhiLuoXiang,513429224,1417,162,1284,706,2297,1284,1027,1322,2606,1322,2606
,LianBuXiang,513429225,1673,217,1555,786,2818,1555,1225,1560,3115,1560,3115
ֻ,JiZhiXiang,513429226,2276,237,1913,890,3350,1913,1308,1908,3821,1908,3821
ذ,TianDiBaZhen,513430100,11353,688,8133,4595,12818,8011,4990,8655,16666,8898,17031
,PaiLaiZhen,513430101,5288,389,4130,2204,8163,4130,3059,4603,8733,4606,8736
«,LuGaoZhen,513430102,2988,269,2106,1310,4014,2063,1228,2318,4381,2379,4485
ƺ,DuiPingZhen,513430103,6450,593,5111,2617,8761,5026,3503,5296,10322,5435,10546
ƺ,TaoPingXiang,513430200,3405,265,2933,1258,5186,2918,2276,2959,5877,3013,5946
ˮ,ReShuiHeXiang,513430201,2523,178,2033,913,4020,2024,1474,2109,4133,2142,4175
,MaYiZuXiang,513430202,3827,296,3516,1444,5765,3510,2965,3538,7048,3572,7088
,HongFengXiang,513430203,1129,83,1008,399,1797,993,773,956,1949,977,1985
,ErJiaoXiXiang,513430204,1970,200,1757,869,2961,1749,1388,1788,3537,1801,3558
ȿ¾,ReKeJiaoXiang,513430205,2108,177,1690,826,3120,1675,1131,1691,3366,1726,3416
,JiaYiXiang,513430206,2182,181,1809,792,3018,1806,1473,2001,3807,2027,3836
ľ,MuFuXiang,513430207,2457,158,2042,913,3396,2037,1481,2035,4072,2054,4096
կ,ZhaiZiXiang,513430208,1497,128,1271,577,1944,1267,1034,1368,2635,1388,2659
,ZeZuXiang,513430209,1232,108,1100,463,1795,1097,869,1089,2186,1109,2209
,JiJiaoXiang,513430210,3345,265,2958,1297,5090,2958,2340,2992,5950,2992,5950
Сľ,XiaoYinMuXiang,513430211,3113,202,2740,1148,4798,2734,2377,2928,5662,2952,5692
,ChunJiangXiang,513430212,2630,220,1902,1002,3697,1873,1186,2086,3959,2134,4036
,HongLianXiang,513430213,2983,283,2544,1092,4220,2475,2116,2680,5155,2838,5382
,QingSongXiang,513430214,2574,164,2247,822,3435,2233,1769,2233,4466,2260,4507
ƺ,FangMaPingXiang,513430215,3078,232,2558,1073,4788,2514,2052,2643,5157,2804,5362
,GengBaoXiang,513430216,2088,144,1795,722,2876,1795,1494,1918,3713,1931,3726
ɽ,ShanJiangXiang,513430217,1360,161,1191,660,2049,1111,964,1237,2348,1294,2485
,LuoJiaoXiang,513430218,3856,300,3090,1260,5312,2836,2257,2889,5725,3323,6413
,XiangLingXiang,513430219,2248,172,1876,797,3482,1809,1483,1870,3679,2027,3903
ȵ,GuDeXiang,513430220,1452,102,1224,531,2030,1139,892,1100,2239,1222,2446
߷,GaoFengXiang,513430221,1661,138,1196,569,2486,1098,846,1181,2279,1449,2645
կ,LaoZhaiZiXiang,513430222,2359,234,2097,917,3679,1936,1609,1929,3865,2105,4202
Ϫ,DeXiXiang,513430223,3925,286,3124,1389,5722,2888,2123,2848,5736,3210,6334
,NanWaXiang,513430224,4058,282,3023,1212,5714,2801,1882,2842,5643,3199,6222
Ī,YiMoHeXiang,513430225,1074,125,933,455,1530,930,809,1054,1984,1075,2008
,TuGouXiang,513430226,2089,204,1844,813,2853,1843,1476,1924,3767,1925,3769
,BingDiXiang,513430227,2533,224,2014,1029,3270,1985,1365,2070,4055,2108,4122
,YiDaXiang,513430228,2166,190,1621,886,2808,1607,947,1664,3271,1682,3303
˿,SiWoXiang,513430229,1727,186,1386,594,2490,1295,935,1351,2646,1462,2848
³,XinChengZhen,513431100,20018,781,13373,8483,21674,13016,7622,14611,27627,15048,28421
Ǳ,ChengBeiXiang,513431200,4723,359,3839,2071,7139,3837,2549,3788,7625,3792,7631
ƺ,ShuPingXiang,513431201,1153,91,946,542,1799,946,672,969,1915,970,1916
,GuQuXiang,513431202,3852,305,3398,1779,6303,3396,2602,3350,6746,3361,6759
,DaLuoXiang,513431203,1131,116,1000,612,1857,982,774,1007,1989,1021,2021
,LongEnXiang,513431204,2180,179,1882,1043,3110,1873,1550,2005,3878,2027,3909
,MeiGanXiang,513431205,1735,203,1637,779,2616,1637,1200,1499,3136,1501,3138
Ŀ,SiKaiXiang,513431206,8375,651,6790,3467,13053,6787,4559,6774,13561,6795,13585
,DaBaXiang,513431207,3836,304,3228,1664,5638,3228,2385,3297,6525,3297,6525
Ī,DiMoXiang,513431208,6592,606,5631,2568,10735,5622,4034,5567,11189,5601,11232
,LiuQieXiang,513431209,3720,268,3174,1557,5878,3164,2408,3201,6365,3222,6396
,BoLuoXiang,513431210,3112,245,2634,1325,4779,2634,2135,2858,5492,2858,5492
Ī,KuMoXiang,513431211,1725,102,1398,675,2748,1398,1104,1524,2922,1533,2931
,JieFangXiang,513431212,3458,336,2935,1510,5573,2928,1977,2802,5730,2836,5771
,SanGangXiang,513431213,2345,184,1869,1076,3816,1869,1331,1986,3855,1991,3860
,SaLaDiPoXiang,513431214,4564,400,3800,2112,7390,3793,2711,3867,7660,3875,7675
,SanChaHeXiang,513431215,2563,194,2165,1089,3725,2165,1720,2312,4477,2312,4477
,NiDiXiang,513431216,1148,95,938,491,1727,938,655,960,1898,960,1898
볧,WanChangXiang,513431217,1519,134,1350,785,2423,1343,1095,1379,2722,1398,2748
ʫ,PuShiXiang,513431218,3756,255,3114,1463,5446,3079,2125,2964,6043,3022,6136
,MaZengYiWuXiang,513431219,3393,181,2793,1350,5316,2793,2086,2867,5660,2867,5660
,TangQieXiang,513431220,1651,170,1419,767,2669,1393,1029,1377,2770,1431,2850
,JiuTeLuoGuXiang,513431221,1503,164,1276,766,2477,1271,934,1302,2573,1325,2601
ݿɲ,ChiKeBoXiXiang,513431222,4712,417,4009,2171,7568,3996,3068,4154,8150,4188,8197
ؿڼ׹,TeKouJiaGuXiang,513431223,1753,195,1442,838,2579,1432,1017,1514,2946,1523,2965
,ZhuHeXiang,513431224,6865,563,5659,2683,10788,5534,3770,5364,10898,5539,11198
,ABingLuoGuXiang,513431225,4273,323,3516,1775,6525,3494,2416,3474,6968,3496,7012
,GeWuXiang,513431226,1161,105,919,543,1766,919,678,1025,1944,1025,1944
ز,TeBuLuoXiang,513431227,3695,274,2835,1532,5725,2824,1926,3038,5862,3060,5895
,QingHengXiang,513431228,4203,318,3240,1703,5830,3239,2197,3476,6715,3478,6718
һľ,LaYiMuXiang,513431229,3156,273,2537,1193,4786,2537,1777,2669,5206,2669,5206
ɫ,SeDiXiang,513431230,1114,99,874,453,1606,874,675,1013,1887,1014,1888
Լ,BuYueXiang,513431231,1467,125,1181,580,2203,1175,958,1341,2516,1369,2550
ȶ,BiErXiang,513431232,4710,308,3995,1967,7705,3981,2963,3971,7952,3986,7981
,KuYiXiang,513431233,4402,357,3870,1815,6442,3870,3030,3918,7788,3919,7789
,JinQuXiang,513431234,1732,131,1559,716,2664,1559,1263,1567,3126,1567,3126
,YiMuDiXiang,513431235,1666,102,1339,666,2450,1339,995,1424,2763,1424,2763
,BoLuoXiang,513431236,1444,104,1178,552,2103,1177,808,1174,2351,1178,2356
Ħ,YangMoZuXiang,513431237,1566,126,1343,642,2342,1335,1025,1351,2686,1374,2717
,ZePuXiang,513431238,3172,250,2503,1121,4547,2503,1749,2668,5171,2668,5171
,YongLeXiang,513431239,1514,111,1236,569,2102,1228,903,1272,2500,1292,2528
Ī,QieMoXiang,513431240,2015,247,1578,955,2826,1578,977,1661,3239,1661,3239
ʶ,GanDuoLuoGuXiang,513431241,1237,110,828,487,1687,828,522,1041,1869,1041,1869
֧Ī,ZhiErMoXiang,513431242,1528,142,1179,674,2345,1179,816,1303,2482,1307,2486
,LongGouXiang,513431243,1133,98,855,573,1700,855,602,973,1828,978,1833
չ,RiHaXiang,513431244,2890,256,2179,1331,4114,2179,1395,2362,4541,2362,4541
,HaGanXiang,513431245,3755,331,3015,1610,5841,3015,2146,3217,6232,3217,6232
,GuangMingZhen,513432100,16794,1334,12071,7224,19289,11834,6991,12662,24496,13048,25119
ɽ,MianShanZhen,513432101,8882,844,7147,3879,12604,7089,4870,7244,14333,7449,14596
Ī,HongMoZhen,513432102,6947,536,5197,2747,9639,5193,3468,5750,10943,5754,10951
ӿ,LiangHeKouZhen,513432103,6465,617,5437,2872,10611,5416,3926,5526,10942,5571,11008
,MiShiZhen,513432104,3709,351,3130,1622,5918,3015,2278,3060,6075,3208,6338
,LuoHaZhen,513432105,2730,232,2254,1337,4392,2240,1684,2359,4599,2392,4646
Შ,NiBoZhen,513432106,3996,325,3394,1791,6400,3393,2810,3732,7125,3737,7131
,LaKeXiang,513432200,5365,558,4351,2147,7198,4314,2744,4243,8557,4316,8667
Լ,ZeYueXiang,513432201,1846,189,1544,791,2812,1537,1156,1617,3154,1647,3191
ز,HeBoLuoXiang,513432202,5505,465,4587,2405,8750,4587,3405,4787,9374,4788,9375
³,LuJiXiang,513432203,6147,356,4835,2497,8907,4835,3403,5071,9906,5071,9906
,LiZiXiang,513432204,5748,356,4711,2395,7978,4705,3522,4904,9609,4915,9626
ɽ,BeiShanXiang,513432205,2870,230,2194,1227,4299,2188,1645,2527,4715,2551,4745
,XiHeXiang,513432206,1304,92,967,532,1957,960,724,1125,2085,1153,2120
,DongHeXiang,513432207,4456,298,3602,1782,5597,3562,2643,3729,7291,3795,7397
,QieTuoXiang,513432208,2379,234,1937,1032,3745,1937,1390,2056,3993,2066,4003
,BoLuoLaDaXiang,513432209,1299,103,1050,576,1914,1050,810,1161,2211,1162,2212
ɳ,ShaMaLaDaXiang,513432210,2784,207,2310,1126,4326,2289,1678,2264,4553,2359,4669
;,BaJiuXiang,513432211,2316,179,2039,998,3946,2032,1660,2087,4119,2116,4155
Ī,LuoMoXiang,513432212,1608,110,1358,746,2704,1358,1037,1396,2754,1397,2755
,YiLuoXiang,513432213,1923,139,1563,808,3010,1555,1226,1698,3253,1725,3288
ȿ,ReKeYiDaXiang,513432214,1152,119,965,545,1899,953,749,1044,1997,1055,2020
,ENiXiang,513432215,1388,109,1116,638,2160,1112,830,1185,2297,1211,2327
,LeWuXiang,513432216,3298,237,2733,1355,5210,2733,2126,2928,5661,2928,5661
,ChengXiangZhen,513433100,30352,3125,22159,12521,32712,21551,11073,21739,43290,22391,44550
ˮ,ManShuiWanZhen,513433101,8599,911,6086,3133,9450,5981,2988,6169,12150,6412,12498
,DaQiaoZhen,513433102,7295,669,6245,3124,12104,6224,4725,6359,12583,6444,12689
,FuXingZhen,513433103,12528,1616,9007,4833,16931,8996,4105,9203,18199,9242,18249
,LuGuZhen,513433104,19449,2042,13659,7991,21446,13527,6471,13841,27368,14303,27962
ɳ,ShaBaZhen,513433105,17220,1718,12787,6108,22027,12666,7477,13371,26037,13628,26415
ƺ,HuiPingXiang,513433200,8497,1155,6031,3144,11264,6028,2873,6481,12509,6494,12525
,HuiLongXiang,513433201,7292,1015,5315,2704,10202,5289,2750,5686,10975,5742,11057
,HaHaXiang,513433202,4516,481,3814,1830,7041,3811,2892,4063,7874,4075,7889
ɭ,SenRongXiang,513433203,7427,791,6470,3030,11934,6459,4964,6706,13165,6712,13182
,LinLiXiang,513433204,3546,455,2528,1432,4622,2521,1262,2672,5193,2735,5263
ʯ,ShiLongXiang,513433205,9519,1230,6696,3508,12512,6696,2985,7037,13733,7038,13734
,TieChangXiang,513433206,5597,529,4749,2198,7808,4733,3474,4751,9484,4851,9600
ӱ,HeBianXiang,513433207,8538,1242,6055,3090,11869,6034,2753,6441,12475,6478,12533
,HeLiXiang,513433208,3148,344,2774,1297,4900,2774,2100,2818,5592,2818,5592
ұ,YeLeXiang,513433209,633,41,523,285,977,523,382,533,1056,533,1056
,TuoWuXiang,513433210,2212,201,1764,870,3309,1746,1302,1834,3580,1951,3715
ͺ,YiHaiXiang,513433211,3320,280,2804,1323,5115,2766,2172,2859,5625,2968,5772
ܹ,CaoGuXiang,513433212,3761,340,3256,1514,5784,3254,2565,3405,6659,3410,6666
ݰ,HuiAnXiang,513433213,5216,774,4020,2103,7723,4016,2425,4386,8402,4395,8415
ɽ,HouShanXiang,513433214,8288,921,6517,3218,11968,6498,4202,6851,13349,6894,13411
ģ,HongMoXiang,513433215,9321,1479,7224,4115,13142,7224,3836,7406,14630,7412,14636
ȷ,XianFengXiang,513433216,10447,1320,7784,3842,13904,7676,4123,7997,15673,8106,15890
Զ,ZeYuanXiang,513433217,7574,794,6115,3220,11939,6087,3975,6172,12259,6228,12343
ׯ,LiZhuangXiang,513433218,1500,183,1086,691,2004,1085,644,1236,2321,1241,2327
,JinLinXiang,513433219,753,84,601,309,1180,590,432,646,1236,668,1269
,LaWoXiang,513433220,1060,107,842,453,1580,837,597,911,1748,922,1764
,LianHeXiang,513433221,2213,249,1575,865,2924,1531,1025,1683,3214,1912,3487
ع,MaiDiGouXiang,513433222,1527,175,1330,653,2455,1324,1085,1418,2742,1457,2787
,JinPingXiang,513433223,2637,500,1838,1186,3867,1838,922,2220,4058,2221,4059
Ϻ,NanHeXiang,513433224,1545,329,944,616,1977,932,471,1182,2114,1401,2345
,QingNaXiang,513433225,2080,371,1469,851,3136,1457,770,1728,3185,1752,3221
Ͱ,HeAiZangZuXiang,513433226,1360,264,1098,629,2213,1094,763,1262,2356,1289,2387
ɳ,MianShaWanXiang,513433227,1383,171,1248,658,2166,1248,958,1231,2479,1264,2512
ͷ,MaTouXiang,513433228,938,92,820,425,1624,820,703,913,1733,913,1733
